timestamp, temperature, humidity, pressure, custom_MICS, ratio_NH3, ratio_CO, ratio_NO2, nh3, co, no2, c3h8, c4h10, ch4, h2, c2h5oh, alpha1, alpha2, alphadiff, specdiff
273084150, 9, 67, 101176.00, 82, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 63762, 607709, 389056, 216543
273144154, 9, 67, 101175.00, 83, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 92467, 608621, 391180, 215926
273204156, 9, 66, 101179.00, 84, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 50703, 602265, 387754, 213874
273264161, 9, 67, 101183.00, 129, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 89951, 613139, 388135, 219379
273324165, 9, 67, 101177.00, 104, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 76425, 609971, 388422, 218870
273384168, 9, 67, 101177.00, 106, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 75561, 622251, 393774, 223915
273444173, 9, 67, 101182.00, 115, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 62399, 612868, 388275, 222172
273504177, 9, 66, 101185.00, 107, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 103983, 609976, 391414, 216120
273564179, 9, 66, 101181.00, 94, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 51045, 606609, 391976, 215327
273624185, 9, 67, 101180.00, 165, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 65536, 618052, 390200, 225426
273684189, 9, 67, 101186.00, 137, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 95586, 613098, 390340, 220004
273744192, 9, 67, 101185.00, 106, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 82620, 610535, 389221, 218004
273804194, 9, 67, 101185.00, 111, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 69157, 612213, 389065, 218613
273864201, 9, 67, 101188.00, 104, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 77245, 609401, 388055, 218549
273924204, 9, 67, 101191.00, 111, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 51392, 612828, 388646, 219599
273984206, 9, 67, 101191.00, 86, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 105071, 610072, 386314, 218226
274044212, 9, 67, 101187.00, 126, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 87006, 616657, 389448, 223942
274104215, 9, 66, 101195.00, 75, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 93096, 606689, 389529, 213786
274164217, 9, 67, 101196.00, 80, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 78836, 609126, 389657, 215761
274224224, 9, 67, 101194.00, 80, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 61787, 607914, 388828, 216300
274284226, 9, 67, 101198.00, 76, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 66824, 610087, 390950, 218332
274344228, 9, 67, 101196.00, 83, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 43435, 610706, 382143, 217833
274404235, 9, 67, 101197.00, 73, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 68923, 606160, 386431, 215720
274464237, 9, 67, 101194.00, 78, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 67458, 609053, 387718, 217823
274524239, 9, 67, 101189.00, 79, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 62020, 606267, 389942, 217166
274584246, 9, 67, 101192.00, 98, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 82339, 610558, 389312, 218003
274644248, 9, 67, 101192.00, 82, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 76517, 616522, 393624, 220239
274704250, 9, 67, 101195.00, 104, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 65260, 612609, 389527, 220108
274764251, 9, 67, 101192.00, 73, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 98701, 609400, 390052, 215549
274824251, 9, 68, 101197.00, 93, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 63475, 615126, 386442, 221764
274884253, 8, 69, 101194.00, 110, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 63485, 612759, 383568, 221709
274944256, 8, 69, 101195.00, 93, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 99864, 611692, 388380, 217808
275004262, 8, 69, 101192.00, 92, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 80721, 607421, 389173, 219011
275064265, 8, 69, 101194.00, 113, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 108303, 613322, 387501, 221726
275124268, 8, 69, 101193.00, 71, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 73590, 609691, 387239, 218276
275184274, 8, 70, 101193.00, 83, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 54441, 607643, 387053, 218196
275244276, 8, 69, 101188.00, 63, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 96115, 605294, 385942, 215973
275304280, 8, 70, 101194.00, 83, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 76129, 610456, 388039, 222434
275364286, 8, 70, 101192.00, 79, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 91410, 605460, 390268, 218499
275424288, 8, 71, 101195.00, 90, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 88773, 611223, 388236, 221154
275484291, 8, 70, 101190.00, 99, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 88704, 605918, 389648, 220000
275544297, 8, 70, 101190.00, 109, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 87452, 610629, 388249, 219229
275604299, 8, 71, 101189.00, 114, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 99455, 615423, 389180, 222738
275664302, 8, 70, 101187.00, 82, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 102603, 608963, 389401, 219919
275724309, 8, 71, 101189.00, 112, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 59889, 618121, 382218, 226465
275784311, 8, 69, 101188.00, 97, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 98492, 614520, 388980, 222893
275844315, 9, 68, 101196.00, 85, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 119348, 613948, 390217, 219152
275904318, 9, 68, 101192.00, 84, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 73890, 612080, 385227, 217707
275964324, 9, 68, 101191.00, 76, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 92471, 606297, 393506, 217622
276024327, 9, 68, 101190.00, 114, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 90645, 616181, 391170, 222315
276084330, 9, 67, 101198.00, 85, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 92743, 612023, 389895, 217824
276144336, 9, 68, 101196.00, 98, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 61003, 614513, 390809, 220562
276204340, 8, 68, 101196.00, 80, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 99539, 612148, 390617, 217102
276264343, 8, 68, 101202.00, 130, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 68046, 617654, 387349, 223126
276324348, 9, 68, 101197.00, 168, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 101277, 621323, 386084, 226733
276384352, 9, 68, 101195.00, 163, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 91971, 616276, 389863, 223489
276444355, 8, 68, 101197.00, 101, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 88756, 609697, 391376, 219055
276504361, 9, 68, 101194.00, 126, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 117984, 613065, 391097, 221859
276564366, 9, 68, 101198.00, 161, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 77416, 619906, 390082, 227020
276624369, 9, 68, 101199.00, 135, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 55062, 618239, 390258, 223750
276684376, 9, 68, 101198.00, 108, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 98140, 613653, 390804, 218937
276744379, 9, 68, 101198.00, 92, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 61779, 611932, 390405, 216883
276804381, 9, 68, 101205.00, 110, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 101589, 611898, 389846, 219508
276864384, 9, 68, 101204.00, 118, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 104548, 614940, 389734, 220380
276924390, 9, 68, 101202.00, 181, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 63899, 615078, 390138, 223084
276984393, 9, 68, 101205.00, 157, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 76308, 617538, 392551, 221893
277044396, 9, 68, 101202.00, 132, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 51646, 613041, 390015, 219589
277104402, 9, 68, 101202.00, 177, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 68758, 614516, 391711, 221881
277164405, 9, 67, 101207.00, 135, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 98878, 612187, 391862, 219768
277224408, 9, 68, 101204.00, 119, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 79341, 612973, 391787, 220248
277284414, 9, 68, 101204.00, 122, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 89977, 612663, 390763, 221602
277344416, 9, 68, 101203.00, 167, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 80690, 619950, 391828, 225279
277404419, 9, 68, 101201.00, 106, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 88788, 610777, 387759, 217939
277464426, 9, 68, 101204.00, 173, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 98188, 622766, 389727, 228740
277524427, 8, 68, 101204.00, 163, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 103415, 615070, 387730, 221507
277584432, 9, 68, 101205.00, 196, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 38709, 619433, 385903, 227182
277644437, 8, 68, 101203.00, 158, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 89789, 611617, 390875, 220519
277704440, 9, 68, 101206.00, 152, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 108031, 615949, 388186, 223068
277764445, 9, 68, 101206.00, 138, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 57699, 604645, 391788, 219548
277824451, 8, 68, 101207.00, 117, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 69010, 612100, 392152, 218464
277884453, 8, 69, 101210.00, 130, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 66223, 611441, 386738, 222037
277944457, 8, 70, 101207.00, 154, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 75802, 615832, 387814, 224535
278004460, 8, 70, 101206.00, 158, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 110433, 619147, 388431, 226962
278064465, 8, 70, 101205.00, 156, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 48436, 613262, 388167, 226544
278124469, 8, 70, 101209.00, 161, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 66919, 619382, 388823, 226306
278184472, 8, 69, 101207.00, 132, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 67980, 610943, 387337, 221815
278244477, 8, 70, 101205.00, 122, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 79067, 613358, 385537, 221451
278304481, 8, 70, 101207.00, 174, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 69414, 618518, 387820, 226838
278364483, 8, 70, 101208.00, 131, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 65773, 614765, 389310, 223983
278424491, 8, 71, 101212.00, 161, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 100147, 616718, 389803, 223422
278484494, 8, 70, 101211.00, 161, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 90170, 620173, 388666, 228228
278544496, 8, 70, 101209.00, 184, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 67628, 617448, 388246, 226225
278604504, 8, 70, 101212.00, 179, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 104833, 621442, 387521, 230116
278664507, 8, 70, 101214.00, 150, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 64279, 616675, 388715, 225211
278724510, 8, 69, 101215.00, 126, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 85553, 617227, 387847, 227817
278784517, 8, 69, 101222.00, 115, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 72541, 611528, 383304, 219967
278844520, 8, 68, 101218.00, 105, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 54335, 612296, 389512, 220457
278904522, 8, 69, 101219.00, 136, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 80011, 615047, 389614, 221959
278964526, 8, 68, 101218.00, 143, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 89250, 619059, 389233, 226873
279024532, 8, 68, 101221.00, 133, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 56504, 615880, 390811, 223361
279084534, 8, 68, 101219.00, 180, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 101229, 617720, 390825, 227155
279144538, 8, 68, 101218.00, 142, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 95824, 616451, 390047, 223406
279204544, 8, 68, 101224.00, 106, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 94696, 613902, 391408, 219446
279264546, 8, 68, 101217.00, 114, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 98135, 614677, 385939, 223013
279324550, 8, 68, 101218.00, 132, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 109313, 614999, 391044, 224058
279384556, 8, 68, 101223.00, 136, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 64120, 618134, 390670, 224697
279444558, 8, 68, 101219.00, 104, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 56010, 609179, 390761, 219354
279504561, 8, 68, 101217.00, 91, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 82351, 611689, 389608, 219243
279564568, 8, 68, 101220.00, 96, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 74760, 611872, 389945, 219713
279624570, 8, 67, 101219.00, 76, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 54579, 606377, 389259, 216886
279684574, 8, 67, 101216.00, 100, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 46116, 614231, 390635, 220686
279744582, 8, 67, 101221.00, 98, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 64663, 612767, 390216, 219240
279804591, 8, 67, 101218.00, 92, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 81853, 613575, 390173, 219539
279864598, 8, 68, 101220.00, 124, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 81195, 619032, 389577, 225345
279924608, 8, 67, 101218.00, 128, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 122618, 616012, 389879, 222649
279984616, 8, 67, 101217.00, 118, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 92987, 611608, 389291, 221301
280044616, 8, 67, 101217.00, 84, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 79931, 610881, 388207, 218741
280104624, 8, 68, 101221.00, 116, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 93565, 618007, 389670, 225447
280164631, 8, 69, 101216.00, 97, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 83441, 612648, 385780, 220716
280224633, 8, 69, 101214.00, 135, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 95465, 620444, 391910, 229574
280284637, 8, 69, 101223.00, 113, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 95770, 612109, 387772, 221520
280344642, 8, 69, 101219.00, 116, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 114164, 617303, 386978, 222911
280404644, 8, 70, 101218.00, 164, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 120942, 617407, 387573, 226504
280464647, 8, 69, 101226.00, 137, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 103133, 615488, 388883, 221013
280524653, 8, 69, 101225.00, 89, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 98321, 611797, 389830, 218684
280584655, 7, 69, 101234.00, 98, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 65137, 612886, 389336, 221496
280644658, 7, 70, 101230.00, 90, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 116509, 612548, 387528, 221589
280704664, 7, 70, 101237.00, 106, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 75014, 611921, 389445, 225528
280764666, 7, 69, 101237.00, 133, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 56411, 616035, 386047, 224602
280824669, 8, 69, 101237.00, 148, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 99102, 612529, 386584, 224065
280884675, 8, 70, 101239.00, 142, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 58894, 616049, 388044, 224525
280944677, 8, 69, 101236.00, 152, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 87994, 617672, 389768, 225785
281004680, 8, 69, 101240.00, 105, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 98495, 611820, 391912, 221619
281064683, 8, 68, 101235.00, 123, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 74843, 614393, 390760, 223087
281124688, 8, 68, 101241.00, 130, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 47814, 617414, 389696, 223744
281184692, 8, 68, 101239.00, 148, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 85219, 617564, 389879, 224750
281244694, 8, 68, 101240.00, 168, 1.0000, 1.0000, 1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, -1.0000, 101053, 619819, 390406, 225357
